ID,adj.P.Val,P.Value,B,Gene.symbol,AveExpr,logFC
10571705,0.019032359,0.000500996,0.3130658,Irf2,8.369583738,-1.154785796
10388018,0.017072029,0.000398806,0.560427259,Dhx33///Dhx33,6.707884159,-1.156212844
10589929,0.013268435,0.000239336,1.110711411,Cmtm6,8.758817694,-1.156360227
10604230,0.01406896,0.000267537,0.991107457,Ap3s1,9.761098083,-1.157806208
10578477,0.011826886,0.000188569,1.365768254,Fam149a,6.192822154,-1.171326166
10512470,0.019125469,0.000507148,0.299808023,Cd72,5.527062863,-1.175484832
10354792,0.020113002,0.000570524,0.171791609,Tyw5,6.067934301,-1.175910268
10587558,0.01590807,0.000341868,0.726972812,Dopey1,7.082296112,-1.179054169
10511843,0.016581681,0.000380644,0.610862233,Ufl1,8.472141286,-1.180321358
10342157,0.013888822,0.000257948,1.030328483,,8.751477605,-1.185978346
10506500,0.017089812,0.000400696,0.555308203,Usp24,9.034555719,-1.190117613
10387568,0.009514843,0.000116335,1.878136481,Tnfsfm13///Tnfsf13///Tnfsf12,7.343770543,-1.194425839
10593103,0.017452347,0.000423757,0.494706871,Rnf214,7.906914111,-1.194982975
10495891,0.015941597,0.000344882,0.717495889,Arsj,5.6768539,-1.196902285
10569583,0.016265658,0.000364113,0.658869574,Ppfia1,9.160139388,-1.198047909
10566502,0.007778967,6.91513E-05,2.422328067,Arfip2,7.765187614,-1.198368329
10380641,0.02015904,0.000574731,0.163797984,Hoxb5,6.437757574,-1.200469783
10564713,0.014861358,0.00029881,0.8721496,Mfge8,7.940618441,-1.207963379
10509620,0.014001285,0.000264333,1.004058338,Capzb,9.636477142,-1.210242507
10455123,0.014001285,0.000264776,1.002258786,Pcdhb19,4.613068398,-1.212233461
10531370,0.017439266,0.000421432,0.50066621,Naaa,6.740146989,-1.212610369
10458213,0.017139896,0.000409421,0.531984305,Etf1,9.274993317,-1.216555789
10453512,0.016585056,0.000381599,0.60815232,Kpna2,8.206946928,-1.217487404
10520025,0.007734693,6.85353E-05,2.431612569,Psmc2,9.874910792,-1.223159179
10423568,0.010619336,0.000141754,1.669249924,5730407I07Rik,4.717103101,-1.223437535
10596231,0.012455132,0.000206749,1.267448802,Dnajc13///Dnajc13,8.978833496,-1.223751345
10436446,0.016585056,0.000382496,0.605612106,Gps1,7.698781624,-1.228996027
10551393,0.008148358,8.5328E-05,2.203462643,Akt2,9.067842938,-1.23154119
10553403,0.015752044,0.000333166,0.754805446,Htatip2,7.530045328,-1.237656193
10577922,0.017139896,0.000405981,0.541121342,Hook3,9.90418965,-1.239529785
10492381,0.01744425,0.000422055,0.499067625,Gmps,9.226878813,-1.244093385
10517677,0.011158056,0.000159916,1.54129863,Nbl1,6.985198949,-1.248796018
10606876,0.008877231,9.93946E-05,2.043678127,Morf4l2,11.62738957,-1.254473163
10453830,0.014001285,0.000263479,1.007534655,Mib1///Mib1,8.514899855,-1.255711983
10339754,0.018405691,0.000476571,0.367332007,,9.310763247,-1.256324127
10535807,0.02015904,0.000573242,0.166620539,Flt1,6.466701116,-1.258538846
10592919,0.013906548,0.00025932,1.024630958,Arcn1,9.99353162,-1.259878621
10569203,0.011282612,0.000163833,1.515565836,Chid1,6.791851922,-1.260851242
10458841,0.012903246,0.000226067,1.171850309,LOC100861784///Ube2l3,10.21486776,-1.261055646
10340969,0.008024191,7.92467E-05,2.280613882,,11.2874803,-1.262711548
10569569,0.011530102,0.00018078,1.41075732,Cttn,8.753096637,-1.266609101
10509542,0.015148434,0.000310134,0.832069344,Ddost,8.669109606,-1.266630297
10537834,0.008024191,7.9499E-05,2.277301034,Arhgef5,6.893488672,-1.266862637
10419267,0.010636787,0.000142918,1.660583985,Cnih1,8.398989364,-1.267438089
10416411,0.009048281,0.000104814,1.987918323,Esd,9.083027455,-1.268193511
10395466,0.006583412,4.98438E-05,2.76012205,Dock4,7.491910583,-1.26891608
10379075,0.01537893,0.000319153,0.801165439,2610507B11Rik,9.385240715,-1.26995649
10406385,0.010933827,0.00015413,1.580448598,Fam172a,7.858755383,-1.270026258
10569890,0.009145385,0.000107345,1.962827161,Aida,8.830383766,-1.278146799
10341875,0.015148434,0.000311162,0.828504358,,10.73700102,-1.280328441
10424695,0.01537893,0.000318141,0.804588426,Gpihbp1,7.392848004,-1.280973114
10381898,0.010513295,0.000136882,1.706298693,Mrc2,6.501480385,-1.281422039
10534343,0.014447981,0.000280564,0.93997996,Eln,7.492941079,-1.282307965
10482089,0.012712642,0.000220167,1.200170074,Ndufa8,8.883919666,-1.282738271
10514590,0.010513295,0.000137304,1.703041742,Dock7,9.753875654,-1.301770239
10587699,0.012928761,0.000227258,1.166221391,Rasgrf1,5.891838533,-1.303698826
10413771,0.01657138,0.000379483,0.614167048,Capn7,8.646772803,-1.303951004
10578904,0.016934458,0.000394285,0.572767115,Cpe,10.16548485,-1.304485373
10562416,0.016243226,0.000357949,0.677322288,Cebpg,9.034366747,-1.304636818
10581772,0.019148307,0.000515362,0.282352851,Glg1,9.402418343,-1.305749179
10413100,0.011115653,0.000157973,1.554291455,Kat6b,7.933090873,-1.306632297
10533131,0.014361703,0.000277291,0.952601461,Plbd2,7.633098468,-1.308024751
10504047,0.011375363,0.000169433,1.479806622,Ube2r2,8.873303492,-1.308035002
10471474,0.017139896,0.000408915,0.533326013,Ak1,6.676470676,-1.310201382
10406898,0.010809408,0.0001492,1.614963852,Ak6///Taf9,8.570451422,-1.318423777
10521863,0.007896608,7.1333E-05,2.390081062,Anapc4,8.842724561,-1.31950863
10556509,0.005793713,3.71691E-05,3.059354593,Spon1,6.761172639,-1.319658984
10415095,0.013565806,0.000248212,1.071638864,1700123O20Rik,8.175465018,-1.323204515
10407833,0.019709276,0.000551701,0.208285454,Ggps1,8.782230155,-1.327156656
10607587,0.012935175,0.000228097,1.162271957,Pdha1,9.106197237,-1.32757621
10476326,0.015007691,0.000305248,0.849182977,Cds2,8.774411959,-1.327615349
10433292,0.009356536,0.000112791,1.910736748,Hmox2,8.483522401,-1.328881472
10436941,0.019203716,0.000520423,0.271734086,Mrps6,8.268382479,-1.329211448
10595371,0.018238921,0.000464368,0.39547962,Hmgn3,7.461002264,-1.329410867
10338075,0.016394556,0.000373547,0.631217037,,9.009374866,-1.330538175
10476401,0.012522049,0.000211102,1.245165274,Plcb1,6.329266437,-1.331358422
10602840,0.012493895,0.000208471,1.258580587,Sh3kbp1,9.561474326,-1.332767279
10512867,0.019027536,0.000500321,0.314528731,Tex10,7.833180111,-1.335911275
10374934,0.008024191,7.7627E-05,2.302130659,Psme4,9.262795048,-1.336371161
10340773,0.01403832,0.000266147,0.996708055,,9.533432599,-1.340342233
10600797,0.017986328,0.000446023,0.439198278,Apoo-ps///Apoo,7.677975831,-1.341885986
10368730,0.011465558,0.000177129,1.432500555,Rpf2,6.817003924,-1.342366666
10485580,0.012889633,0.000225087,1.17650484,9330195I24Rik,4.853401711,-1.342522786
10513256,0.017139896,0.000410398,0.529404952,Lpar1,8.013458944,-1.347520475
10384322,0.012634885,0.000215913,1.221058454,Hus1,7.248462479,-1.347713262
10546891,0.015668112,0.000330401,0.763800563,Camk1,6.987502753,-1.349068859
10459183,0.019148307,0.000514125,0.284963019,Slc26a2,8.316783817,-1.353128303
10437257,0.011530102,0.000180688,1.411297742,Zfp597,7.293495783,-1.353151991
10555438,0.012592077,0.000213732,1.231920897,Fchsd2,8.228537533,-1.353225895
10399973,0.017139896,0.000410873,0.528150425,Hdac9,6.178942245,-1.354336302
10506134,0.014001285,0.000265042,1.00117931,Atg4c,6.7670331,-1.357540035
10490775,0.014511525,0.00028305,0.930486558,Gm10748,4.641314171,-1.358384536
10597920,0.006047505,3.99264E-05,2.986698347,Zdhhc3,7.516846849,-1.359856686
10358421,0.009132856,0.000106935,1.966850058,Rgs18,4.654822884,-1.363292183
10341861,0.014626818,0.000287403,0.914062153,,9.456820954,-1.363949448
10459375,0.009331345,0.000112043,1.917743619,Txnl1,9.792402201,-1.369178974
10368739,0.007536974,6.33782E-05,2.512652339,Gtf3c6,9.906448146,-1.377992267
10458906,0.01961549,0.000546254,0.219075023,Ppic,10.57121409,-1.378318356
10343154,0.005266327,3.13616E-05,3.230981131,,4.899816592,-1.381130659
10365288,0.014836269,0.000294079,0.889338366,Taf10,10.22789887,-1.383980889
10566454,0.005498452,3.3996E-05,3.14965488,Prkcdbp,7.481394154,-1.388656388
10408741,0.018238921,0.000463027,0.398617996,Txndc5,7.651384039,-1.388748619
10376285,0.015049749,0.000306537,0.844644118,Sap30l,7.577383544,-1.389123981
10442606,0.019817425,0.000556613,0.198645608,Meiob,3.323596815,-1.395927312
10445496,0.011954936,0.0001926,1.343192397,Yipf3,8.347572604,-1.39632411
10364593,0.014447981,0.000280424,0.940515375,Cnn2,5.753617455,-1.397977522
10465783,0.01078879,0.000148153,1.622432933,Tmem179b,8.261120882,-1.402233282
10479775,0.011826886,0.000188836,1.364258811,Hspa14,8.425394576,-1.40556359
10533050,0.018401024,0.000474848,0.371263012,Hspb8,9.357067021,-1.406516268
10536429,0.010389411,0.0001345,1.724877488,Tmem106b,9.83362424,-1.407513805
10365933,0.011954936,0.000192277,1.344982278,Eea1,8.590421677,-1.409523574
10382106,0.014361703,0.000278062,0.949615789,Milr1,5.518936051,-1.415033835
10361282,0.011312475,0.000166628,1.497573446,Cr1l,8.428985765,-1.417120426
10479852,0.007665546,6.7261E-05,2.451074874,Camk1d,5.640210868,-1.418928371
10338180,0.014861358,0.000296062,0.882103065,,10.16198566,-1.42660917
10598750,0.008328857,8.86558E-05,2.163470381,Gpr34,4.367585678,-1.429033328
10440388,0.011140196,0.000158898,1.548083398,Hspa13,8.570344491,-1.430661946
10383025,0.008407711,9.02208E-05,2.145163655,C1qtnf1,6.877405568,-1.432498743
10453900,0.018238921,0.000462566,0.399699473,Riok3,8.831897456,-1.435598079
10589884,0.017069043,0.000398245,0.561950456,Bcl2a1c,4.173544174,-1.43733594
10342171,0.008949598,0.000101957,2.016950292,,8.499706887,-1.4373566
10511588,0.01961549,0.000545168,0.22124001,Tmem67,7.089859011,-1.439147233
10394862,0.010695337,0.000144307,1.650329389,Asap2,8.266816539,-1.440040759
10422892,0.012149803,0.000197487,1.31643424,2410089E03Rik,6.884580868,-1.442124616
10502951,0.004906318,2.69593E-05,3.382710016,Acadm,8.099611157,-1.442427205
10371002,0.008683549,9.59287E-05,2.080908032,Lsm7,10.00460442,-1.446297432
10575376,0.013546632,0.000247472,1.074845839,Cmtr2,6.764037673,-1.446779434
10417273,0.012948832,0.000229846,1.154088167,Esd,8.875180708,-1.448231798
10421768,0.01078879,0.000148015,1.623422795,Akap11,9.407510327,-1.44945846
10391755,0.011674679,0.000185062,1.38579466,Ccdc43,7.2782428,-1.45299867
10523175,0.004387126,2.07401E-05,3.643271532,Ereg,5.421227646,-1.455600921
10385495,0.020118842,0.000571269,0.170372858,Cdk2ap1,6.411008135,-1.456162421
10342905,0.012068557,0.000194777,1.331187871,,10.1985525,-1.459662465
10544815,0.012948832,0.00022951,1.15565159,Hibadh,7.458447369,-1.460444482
10338095,0.017139896,0.000410748,0.528481339,,11.36355299,-1.460995995
10389561,0.007587418,6.58599E-05,2.472889909,Dhx40,8.329480685,-1.46201717
10360070,0.017139896,0.00041075,0.528475722,Fcer1g,6.129002561,-1.46552111
10451238,0.012582929,0.000212853,1.236331567,Polr1c,9.081034781,-1.46663563
10435565,0.007543073,6.48541E-05,2.488827858,Hcls1,6.540608462,-1.46759667
10418410,0.006291456,4.65162E-05,2.830894268,Prkcd,8.252996177,-1.470410094
10601537,0.020361567,0.000585776,0.143083613,,5.948728387,-1.471019191
10477353,0.019652184,0.000548972,0.213677854,Mapre1,9.403728306,-1.47114083
10362005,0.008203189,8.61382E-05,2.193588896,Ahi1,7.492252194,-1.472331778
10381122,0.004132461,1.83084E-05,3.766000902,Fkbp10,6.627842516,-1.473275687
10435048,0.017089812,0.000400459,0.555948274,Tctex1d2,8.590303063,-1.475025371
10499080,0.00952205,0.000116971,1.872388533,Arfip1,7.464140682,-1.477600008
10482968,0.009280397,0.000110641,1.931003638,Pla2r1,5.982778295,-1.481844898
10346562,0.008877231,9.97861E-05,2.039552756,Cflar,10.40314006,-1.482572318
10522596,0.009435921,0.000114814,1.892013046,Tmem165,8.864762416,-1.482932279
10487040,0.019401133,0.000531309,0.249234793,Fbn1,7.877544214,-1.484991623
10516027,0.011375363,0.000171883,1.464524863,Rlf,7.287673212,-1.485072407
10595718,0.008024191,7.69766E-05,2.310892244,Chst2,7.111776817,-1.485930518
10506870,0.007554325,6.51984E-05,2.483344417,Txndc12,8.181441822,-1.487030085
10527649,0.015668112,0.000329919,0.765375875,Medag,5.549529983,-1.497849342
10567335,0.018238921,0.000459069,0.407931462,Gde1,7.804504917,-1.501064136
10394786,0.020178918,0.000578199,0.157251626,Gm9222///1700030C10Rik///Fam210a,5.289433389,-1.504255512
10360443,0.012949384,0.0002306,1.150574276,Fh1,8.382521238,-1.505272967
10498383,0.01227993,0.000200662,1.299395149,Igsf10,7.018113129,-1.505515321
10342744,0.017139896,0.000411494,0.526515027,,10.0101178,-1.508419316
10342532,0.016265658,0.00036259,0.663402231,,9.036363345,-1.508473399
10585778,0.01575031,0.000332587,0.75668269,Sema7a,8.124044599,-1.509658134
10384448,0.004905791,2.61728E-05,3.412288728,LOC102637269///Gm4184///Sec61g,9.781257675,-1.509901548
10423921,0.006250621,4.52727E-05,2.858598618,Oxr1,7.207882191,-1.510203772
10588403,0.008024191,7.76953E-05,2.30121454,Mrpl3,7.644276356,-1.511814373
10384150,0.008450536,9.2139E-05,2.123140484,Purb,9.280698968,-1.514243246
10353549,0.008995541,0.000103775,1.998389585,Fam135a,7.923719738,-1.517101125
10456793,0.01072902,0.000146305,1.635749721,Ier3ip1,9.269040254,-1.525170988
10368647,0.010513295,0.000137879,1.698615572,Dse,6.439012216,-1.527800391
10476834,0.011358387,0.000168611,1.484982016,Xrn2,9.342964731,-1.530541942
10436348,0.018298982,0.000469583,0.383363879,Tomm70a,8.643804797,-1.533481429
10342044,0.006053378,4.16441E-05,2.943832419,,9.674952258,-1.533790947
10536369,0.016113857,0.000353336,0.691338069,C1galt1,8.610814011,-1.536565569
10365918,0.014861358,0.000295614,0.883733704,Ube2n,9.112284351,-1.538132265
10386070,0.015668112,0.000330069,0.764885356,Atox1,10.30122614,-1.541762307
10536996,0.012292831,0.000201226,1.296393489,Klhdc10,8.058660177,-1.541783986
10577757,0.007180111,5.81766E-05,2.601115909,Adam9,8.28022674,-1.543787014
10542445,0.004906261,2.65936E-05,3.396360274,Strap,9.536935204,-1.544611552
10483667,0.017139896,0.000406378,0.540063425,Cir1,9.599991579,-1.547944772
10457948,0.012841731,0.000223881,1.182259018,Slc25a46,7.651658025,-1.558711733
10351477,0.010619336,0.00014158,1.670548567,Sh2d1b1,3.967530791,-1.560143009
10402715,0.00962075,0.000119014,1.854129547,Bag5,9.550209726,-1.560637207
10436048,0.009160115,0.000107782,1.958559212,Prdx1,9.79473857,-1.563285855
10365658,0.012451552,0.000205974,1.271468641,Uhrf1bp1l,8.235736062,-1.565686531
10341444,0.014266663,0.00027458,0.963169048,,6.638634622,-1.566359133
10500114,0.008054822,8.24371E-05,2.239451497,Mllt11,6.248228609,-1.568652699
10346668,0.013039741,0.00023446,1.132780851,Fam117b,7.474946896,-1.568724234
10368577,0.016512092,0.00037765,0.619403177,Rnf217,8.247975817,-1.569981672
10545045,0.008704165,9.66573E-05,2.072974661,Fam13a,5.240748026,-1.570496133
10386775,0.016250216,0.000359506,0.672633519,Prpsap2,7.30549398,-1.572501097
10430968,0.013629169,0.00025094,1.059906602,A4galt,6.032889823,-1.576809109
10539220,0.020178918,0.000577408,0.158742157,Gcfc2,5.979243855,-1.578736505
10598004,0.009280397,0.000110695,1.93049502,Ccr1,4.287353894,-1.585555757
10532040,0.004552033,2.26554E-05,3.555883409,Zfp644,8.568959643,-1.5873474
10454202,0.019393295,0.000529466,0.253011455,Rnf138,6.408249994,-1.589979501
10581605,0.012478716,0.0002075,1.263574385,Hp,6.194157096,-1.592000322
10462005,0.014001285,0.000262753,1.010499413,Tmem2,7.695047071,-1.594235986
10471929,0.011358387,0.000167961,1.489097502,Arhgap15,4.816300865,-1.594476867
10344607,0.009268121,0.000109852,1.938534871,,9.276980894,-1.596636121
10588049,0.015939352,0.000342999,0.723407128,Copb2,10.04368591,-1.59989629
10514347,0.013289008,0.000240854,1.103929697,Cdkn2b,7.44104761,-1.600181044
10491056,0.013914839,0.000260203,1.020978363,Tbl1xr1,9.093465937,-1.6042189
10523281,0.016585056,0.000382659,0.605151993,Sept11,10.31926408,-1.606063363
10405785,0.009048281,0.000104939,1.986669193,Ercc6l2,7.023350527,-1.607043728
10397189,0.011633459,0.000183624,1.394111955,Ptgr2,8.62419483,-1.610336788
10385118,0.008969274,0.000102557,2.01079173,Dock2,5.663115508,-1.612608009
10513208,0.006053378,4.19869E-05,2.935481895,Svep1,6.564142358,-1.614789605
10367960,0.011282612,0.000165051,1.507692133,Pex3,7.028286481,-1.620030402
10379524,0.012837129,0.000223431,1.184411752,Ccl11,7.67652308,-1.620987999
10458992,0.014722737,0.000290982,0.900739614,C330018D20Rik,6.279402889,-1.624792878
10600301,0.003378028,1.12896E-05,4.234065531,Ssr4,9.350235764,-1.62499897
10523529,0.012518372,0.000210612,1.24765379,Cops4,8.414824629,-1.626189707
10598848,0.019148307,0.000513463,0.286364298,Jade3,6.532989071,-1.62728121
10600825,0.006266104,4.59683E-05,2.843013771,Zc3h12b,5.673891949,-1.63173802
10416023,0.019401133,0.000531354,0.249141502,Scara5,6.784801421,-1.640321143
10458098,0.004483908,2.20584E-05,3.582346496,Fam13b,8.665848694,-1.642569907
10568553,0.010809408,0.000149656,1.611725181,Chst15,6.717744645,-1.643091345
10417034,0.010631634,0.000142224,1.665741703,Dnajc3,10.88545575,-1.644919523
10599200,0.003378028,1.10734E-05,4.252523181,Pgrmc1,7.557864848,-1.646645698
10599222,0.017733287,0.000434002,0.468817157,Ube2a,8.549220776,-1.64942323
10511617,0.017139896,0.000404312,0.545583083,Fam92a,8.805536812,-1.649634457
10504902,0.015828566,0.000336937,0.742658039,Murc,6.891773175,-1.651121304
10590452,0.008054822,8.27265E-05,2.235794182,Abhd5,9.668263999,-1.653240913
10396358,0.005852768,3.78847E-05,3.040013316,Ppm1a,9.833230691,-1.654737654
10597883,0.005360629,3.22316E-05,3.203422893,Ano10,7.936398973,-1.656011373
10361897,0.015861825,0.000338679,0.737091027,Ifngr1,8.773382614,-1.658928466
10392098,0.005256356,3.1073E-05,3.240285331,Ftsj3,7.458170026,-1.663341615
10519951,0.007180111,5.81683E-05,2.60126352,Gsap,6.581262314,-1.667107698
10528583,0.011358387,0.000168416,1.486212623,Cdk5,7.410122914,-1.671985348
10601942,0.004905791,2.61529E-05,3.413048633,Nrk,4.546510573,-1.673740098
10594404,0.010906968,0.000151869,1.596141808,Smad3,7.483037794,-1.675222795
10401616,0.011375363,0.000172642,1.459833026,Mlh3,6.643789074,-1.675654687
10362499,0.008704165,9.64472E-05,2.075256476,Frk,6.331415286,-1.675775874
10341683,0.011282612,0.000164941,1.50839849,,5.016341754,-1.680923703
10529445,0.014861358,0.000297929,0.875329392,Lrpap1,8.717545134,-1.682749002
10545130,0.015828566,0.000336972,0.74254617,Gadd45a,8.270875724,-1.690815692
10467124,0.018238921,0.000461539,0.402110226,Acta2,6.302065786,-1.691319783
10571048,0.008049034,8.12776E-05,2.254229151,Lsm1,7.156857184,-1.691499742
10421672,0.017943829,0.00044395,0.444250714,Gpalpp1,8.243337756,-1.691807979
10427908,0.019329428,0.00052661,0.258889821,Gm9948,6.487140141,-1.69352778
10523670,0.005787873,3.67986E-05,3.069508638,Aff1,9.608895243,-1.696778843
10461594,0.010619336,0.00014115,1.673776835,Ms4a4c,4.678585228,-1.698006348
10388377,0.011416129,0.000175709,1.441079089,Srr,7.558586172,-1.698156037
10474977,0.015148434,0.000309341,0.83483155,Chp1,7.619691649,-1.69833012
10501690,0.004197698,1.92012E-05,3.719235584,Slc35a3,7.510714,-1.698663154
10601385,0.006047505,3.98523E-05,2.988587864,Tlr13,5.205703348,-1.69878062
10537157,0.013850801,0.000256216,1.037563971,Akr1b10,7.05388554,-1.700390518
10544596,0.016265658,0.000364899,0.656539232,Tmem176b,9.218880072,-1.701048495
10490777,0.004181242,1.88854E-05,3.735538942,Zfhx4,7.546032126,-1.703407925
10571567,0.007180111,5.78863E-05,2.60627504,Sorbs2,6.470171394,-1.704489201
